,open,high,low,close,volume
20070911,18158,18396,18104,18354,2105575
20070910,18354,18354,17963,18197,4022332
20070907,18779,18838,18545,18666,2104565
20070906,18439,18744,18330,18744,2319850
20070905,18814,18853,18432,18588,2971544
20070904,18705,18869,18619,18646,1758750
20070903,18822,18822,18432,18666,2022556
20070831,18381,18713,18381,18709,980953
20070830,18510,18533,18287,18365,2093205
20070829,17729,18236,17651,18205,3096569
20070828,17885,18193,17807,18174,3089812
20070827,18119,18193,17881,17889,2252178
20070824,17846,17893,17643,17744,2939387
20070823,17846,18049,17830,17901,1111707
20070822,17202,17530,17202,17518,644812
20070821,17330,17545,17104,17202,1403644
20070820,16870,17229,16862,17229,1159786
20070817,16948,17022,16319,16401,3970000
20070816,17229,17573,16870,16944,1215469
20070814,18271,18334,17885,18033,1004921
20070813,18018,18299,17994,18283,996753
20070810,18229,18354,17908,17994,1191245
20070809,18955,19056,18764,18853,679164
20070808,18471,18830,18471,18771,688556
20070807,18514,18603,18236,18385,490606
20070806,18119,18311,18057,18268,1105775
20070803,18549,18627,18393,18549,847323
20070802,18471,18744,17881,18271,2827421
20070801,19010,19010,18150,18314,3019819
20070731,19095,19135,18900,19135,4097261
20070730,18475,18939,18420,18939,2712658
20070727,19168,19245,18542,18553,1227641
20070726,19918,19987,19400,19477,433687
20070725,19477,19852,19384,19852,659150
20070724,19748,19779,19520,19639,1178327
20070723,19438,19678,19431,19632,2135007
20070720,19249,19531,19137,19531,2192887
20070719,19037,19303,18975,19129,1041589
20070718,19438,19438,19071,19114,2340511
20070716,19454,19632,19137,19315,525486
20070713,19191,19438,19187,19438,1112095
20070712,18689,18975,18689,18851,1708260
20070711,18550,18836,18511,18638,338851
20070710,18700,18704,18565,18696,582511
20070709,18356,18662,18356,18553,1685702
20070706,18333,18333,18047,18329,562674
20070705,18086,18395,18070,18240,547820
20070704,17815,18128,17796,18070,424461
20070703,17444,17781,17444,17761,1356935
20070702,17197,17367,17158,17367,352073
20070629,17209,17406,17185,17298,914556
20070628,17066,17209,17066,17185,1585798
20070627,17236,17236,16992,17012,423284
20070626,17267,17328,17066,17182,504462
20070625,17267,17541,17193,17251,1320964
20070622,17611,17622,17313,17406,496504
20070621,17390,17641,17375,17564,321524
20070620,17719,17754,17464,17464,659341
20070619,17811,17811,17545,17672,746557
20070618,17468,17738,17429,17699,1327130
20070615,17355,17383,17286,17313,327746
20070614,17012,17278,17012,17278,599805
20070613,16961,17035,16869,16957,570246
20070612,16857,17004,16857,16992,359074
20070611,17073,17120,16849,16861,2117639
20070608,17120,17151,16946,17004,2140014
20070607,17004,17274,16992,17274,828124
20070605,17158,17243,17008,17158,1465034
20070604,17042,17224,16934,17158,1688572
20070601,16872,17209,16826,16934,1137309
20070531,16501,16865,16501,16865,709380
20070530,16416,16416,16227,16401,947610
20070529,16490,16501,16347,16413,877742
20070528,16455,16455,16347,16440,979497
20070525,16231,16351,16192,16347,1592634
20070523,16416,16440,16339,16378,1714352
20070522,16157,16358,16150,16355,958977
20070521,15926,16192,15926,16142,407139
20070518,16119,16119,15937,16011,298773
20070517,16022,16115,16011,16061,3406161
20070516,15829,15953,15817,15945,709489
20070515,16034,16065,15848,15848,2074755
20070514,16069,16177,15953,16045,623183
20070511,15868,16076,15790,16034,1086015
20070510,15929,16115,15922,16003,767484
20070509,15732,15868,15732,15868,397571
20070508,15786,15844,15752,15783,370370
20070507,15698,15837,15682,15829,269136
20070504,15616,15651,15578,15632,294220
20070503,15589,15613,15566,15582,178979
20070502,15512,15570,15497,15543,338270
20070430,15415,15477,15323,15477,751691
20070427,15613,15613,15412,15435,1518723
20070426,15588,15642,15547,15573,355930
20070425,15588,15588,15414,15456,329095
20070424,15414,15600,15391,15550,1174408
20070423,15452,15566,15406,15448,1182400
20070420,15194,15364,15194,15357,513445
20070419,15376,15376,15110,15167,1801845
20070418,15330,15395,15330,15372,298669
20070417,15376,15391,15292,15342,694559
20070416,15205,15338,15186,15338,935454
20070413,15216,15254,15163,15209,1935331
20070412,15148,15266,15148,15262,3232410
20070411,15102,15273,15095,15209,1578443
20070410,15042,15068,14985,15068,1895558
20070409,14924,15076,14924,15072,816586
20070406,14958,14989,14852,14890,1738009
20070405,14920,14924,14863,14886,1125159
20070404,14791,14951,14639,14890,2126380
20070403,14696,14765,14639,14711,2648898
20070402,14681,14730,14651,14696,863576
20070330,14658,14689,14556,14681,2397582
20070329,14351,14654,14347,14654,1545916
20070328,14575,14628,14381,14381,2944002
20070327,14541,14617,14427,14613,552646
20070326,14525,14601,14480,14548,408484
20070323,14525,14601,14449,14487,509750
20070322,14556,14647,14506,14506,607923
20070321,14438,14533,14377,14503,894775
20070320,14465,14503,14389,14438,734893
20070319,14222,14449,14207,14412,757062
20070316,14275,14343,14161,14260,746806
20070315,14150,14320,14150,14267,916863
20070314,14153,14195,14074,14074,524711
20070313,14427,14427,14305,14355,919481
20070312,14260,14430,14260,14396,1209930
20070309,14351,14366,14176,14241,1116278
20070308,14134,14381,14085,14275,4301329
20070307,14161,14207,14028,14153,4928516
20070306,13705,14085,13705,14085,3976867
20070305,14085,14096,13812,13812,6121754
20070302,14131,14301,14131,14165,3041846
20070228,14085,14294,13933,14294,10795500
20070227,14719,14753,14609,14609,4848654
20070226,14791,14791,14662,14772,855840
20070223,14738,14806,14677,14761,868578
20070222,14579,14772,14579,14730,934482
20070221,14590,14613,14487,14594,1497757
20070220,14556,14579,14472,14579,3706220
20070216,14503,14529,14449,14529,1122047
20070215,14506,14525,14442,14495,2004267
20070214,14313,14461,14313,14408,900250
20070213,14134,14290,14115,14237,1582165
20070212,14214,14214,14058,14184,2383502
20070209,14320,14362,14260,14328,566735
20070208,14267,14336,14191,14260,2015862
20070207,14298,14347,14207,14294,899480
20070206,14263,14347,14195,14347,736299
20070205,14176,14263,14093,14263,1576605
20070202,13899,14195,13899,14172,1360697
20070201,13743,13876,13690,13876,679671
20070131,13819,13819,13626,13679,1417270
20070130,13743,13777,13683,13751,336115
20070129,13789,13827,13652,13698,1501667
20070126,13804,13857,13717,13762,705658
20070125,13979,13998,13834,13903,1131546
20070124,13743,13922,13743,13895,926452
20070123,13664,13747,13614,13717,559388
20070122,13645,13717,13580,13717,533241
20070119,13789,13796,13629,13652,944440
20070118,13743,13888,13743,13865,1343559
20070117,13964,13964,13713,13796,1692130
20070116,13964,13971,13895,13926,1466675
20070115,13945,13990,13872,13926,1489236
20070112,13766,13903,13743,13872,1354355
20070111,13629,13766,13607,13675,6210137
20070110,13777,13777,13466,13576,5394030
20070109,13777,13842,13747,13796,830745
20070108,13888,13888,13709,13751,1873508
20070105,14039,14047,13800,13895,2327579
20070104,14161,14199,13937,13994,929506
20070103,14430,14434,14176,14199,1108883
20070102,14381,14415,14343,14404,827350
20061228,14389,14427,14298,14355,542369
20061227,14199,14370,14199,14336,484546
20061226,14229,14260,14085,14199,2178484
20061222,14218,14290,14191,14237,6416511
20061221,14298,14324,14207,14252,1112587
20061220,14127,14309,14127,14298,1613154
20061219,14146,14207,14112,14115,519565
20061218,14089,14233,14089,14184,697582
20061215,14001,14077,13857,14077,518715
20061214,13629,13971,13629,13971,7464970
20061213,13595,13713,13584,13698,1270595
20061212,13743,13751,13584,13595,555550
20061211,13740,13781,13713,13721,863398
20061208,13918,13918,13679,13747,1153842
20061207,13933,14009,13903,13922,1412768
20061206,14058,14085,13846,13971,1390407
20061205,14188,14203,14051,14058,529023
20061204,14142,14150,14093,14123,395211
20061201,14161,14195,14127,14157,243778
20061130,14127,14199,14096,14199,682851
20061129,13994,14093,13971,14077,1272874
20061128,13933,13979,13895,13956,1520944
20061127,14081,14104,14017,14081,777467
20061124,14047,14127,13979,14085,835240
20061123,14009,14108,14009,14085,920188
20061122,13929,14093,13926,14085,778886
20061121,13895,13941,13880,13929,352376
20061120,14024,14024,13865,13895,479716
20061117,13998,14032,13941,14024,543094
20061116,14085,14085,13952,13983,861833
20061115,13994,14085,13929,14085,1046502
20061114,13891,13945,13869,13945,487778
20061113,13933,13933,13736,13850,348413
20061110,13838,13895,13774,13857,536976
20061109,13751,13857,13698,13857,1570976
20061108,13789,13793,13664,13705,223270
20061107,13705,13789,13705,13755,662093
20061106,13667,13683,13516,13656,751683
20061103,13705,13740,13686,13732,234516
20061102,13591,13743,13569,13732,341515
20061101,13637,13671,13561,13652,1730253
20061031,13546,13554,13447,13554,506289
20061030,13591,13591,13459,13470,652787
20061027,13678,13720,13576,13617,429208
20061026,13633,13697,13629,13663,370106
20061025,13591,13678,13583,13633,884467
20061024,13617,13659,13564,13583,521185
20061023,13572,13606,13523,13580,418530
20061020,13492,13614,13492,13572,839404
20061019,13462,13515,13439,13496,492492
20061018,13398,13515,13348,13511,548044
20061017,13508,13527,13367,13451,253062
20061016,13455,13542,13443,13504,426290
20061013,13432,13466,13405,13428,382285
20061012,13273,13322,13174,13299,557315
20061011,13182,13261,13121,13238,491247
20061010,13113,13273,13113,13235,554331
20061009,13401,13553,12924,13106,871150
20061004,13595,13599,13341,13371,504294
20061002,13610,13720,13572,13610,433842
20060929,13614,13659,13576,13621,625891
20060928,13545,13629,13500,13591,390471
20060927,13424,13549,13424,13530,546690
20060926,13527,13530,13307,13417,688129
20060925,13333,13500,13333,13477,278191
20060922,13492,13492,13329,13356,485900
20060921,13705,13705,13511,13557,578028
20060920,13534,13599,13436,13557,523057
20060919,13599,13659,13591,13633,321641
20060918,13496,13674,13470,13633,592079
20060915,13413,13492,13341,13492,348547
20060914,13223,13424,13185,13424,2729766
20060913,13276,13299,13201,13204,647363
20060912,13238,13288,13140,13163,765141
20060911,13492,13511,13220,13220,623917
20060908,13394,13496,13371,13462,1423065
20060907,13367,13470,13345,13413,868875
20060906,13549,13549,13424,13470,1175823
20060905,13500,13530,13439,13530,1881545
20060904,13515,13527,13485,13492,619995
20060901,13420,13455,13379,13447,322199
20060831,13375,13504,13341,13455,945580
20060830,13382,13394,13273,13310,770752
20060829,13273,13379,13273,13379,367734
20060828,13265,13299,13170,13220,621359
20060825,13121,13280,13091,13250,491207
20060824,13129,13129,13034,13079,542371
20060823,13288,13288,13125,13174,484119
20060822,13151,13303,13151,13299,490187
20060821,13310,13310,13091,13155,500993
20060818,13212,13280,13170,13246,330239
20060817,13155,13265,13151,13204,617557
20060816,12992,13110,12985,13060,1584803
20060814,12841,12985,12833,12882,1012937
20060811,13091,13113,12833,12837,436175
20060810,13057,13064,12856,13019,1471832
20060809,13000,13178,12901,13106,345591
20060808,12814,13015,12814,13011,451472
20060807,13000,13064,12810,12825,429980
20060804,12890,13000,12890,13000,450532
20060803,12886,12962,12825,12856,430975
20060802,12734,12867,12697,12810,634847
20060801,12924,12985,12761,12761,423136
20060731,13057,13076,12905,12905,574484
20060728,12825,12935,12825,12867,313608
20060727,12726,12919,12696,12885,365830
20060726,12696,12749,12669,12700,287994
20060725,12726,12764,12665,12681,367038
20060724,12484,12556,12329,12484,1159084
20060721,12450,12560,12450,12560,221265
20060720,12423,12613,12408,12613,540140
20060719,12227,12310,12155,12185,554588
20060718,12227,12264,12143,12212,698066
20060714,12469,12476,12310,12355,1996257
20060713,12658,12824,12601,12635,492435
20060712,12855,12938,12749,12821,468048
20060711,12787,12851,12711,12836,236589
20060710,12488,12824,12446,12824,393684
20060707,12491,12620,12465,12582,852494
20060706,12658,12658,12355,12446,1580629
20060705,12522,12692,12423,12662,626706
20060704,12858,12858,12658,12688,354296
20060703,12707,12749,12639,12741,304596
20060630,12673,12749,12643,12741,618169
20060629,12287,12488,12280,12446,472087
20060628,12128,12166,12038,12143,1750177
20060627,12295,12340,12234,12264,315825
20060626,12090,12249,12060,12234,336976
20060623,12109,12109,11928,12106,411905
20060622,12200,12287,12166,12196,286393
20060621,12045,12049,11905,12038,1260593
20060620,12189,12223,11943,11966,1448981
20060619,12401,12401,12219,12257,341106
20060616,12257,12423,12257,12401,646706
20060615,12083,12181,11913,11954,649643
20060614,11727,12113,11727,12007,579992
20060613,12007,12007,11803,11818,1027452
20060612,12106,12162,11977,12155,726619
20060609,12106,12200,11981,12143,1893200
20060608,12416,12476,12026,12026,1147744
20060607,12605,12775,12488,12491,641701
20060605,12953,12983,12779,12824,393611
20060602,12976,12983,12726,12923,509781
20060601,12923,13051,12794,12802,979007
20060530,13119,13127,12953,13059,1957604
20060529,13195,13263,13108,13112,2092655
20060526,12998,13127,12983,13127,751142
20060525,13210,13210,12858,12858,1671910
20060524,13157,13210,12911,13203,726320
20060523,13059,13248,13059,13165,482725
20060522,13502,13528,13188,13188,1090838
20060519,13483,13528,13305,13509,2004796
20060518,13536,13619,13399,13619,748303
20060517,13596,13823,13596,13804,690736
20060516,13944,13959,13543,13566,832889
20060515,14133,14133,13770,13918,614473
20060512,14349,14383,14133,14224,1347349
20060511,14300,14451,14266,14443,233874
20060510,14338,14387,14262,14296,258956
20060509,14364,14447,14315,14338,2367483
20060508,14338,14391,14307,14360,2022768
20060504,14148,14224,14065,14220,295077
20060503,14175,14338,14164,14164,2307748
20060502,13952,14167,13906,14160,677139
20060428,14338,14338,13952,13990,3139942
20060427,14375,14387,14235,14338,1649068
20060426,14023,14314,14023,14262,411915
20060425,14027,14172,13963,14034,504631
20060424,14228,14228,14027,14027,508735
20060421,14094,14340,14094,14265,967923
20060420,14176,14213,14060,14060,1053146
20060419,14243,14273,14131,14131,1280464
20060418,13900,14086,13900,14056,398434
20060417,14079,14086,13922,13956,287365
20060414,13766,14090,13766,14079,656508
20060413,13564,13743,13542,13743,1096187
20060412,13497,13598,13479,13583,296551
20060411,13728,13728,13493,13598,1430129
20060410,13762,13799,13687,13721,417153
20060407,13736,13766,13699,13762,457162
20060406,13684,13818,13643,13732,664833
20060405,13639,13695,13609,13624,561548
20060404,13542,13631,13497,13609,756112
20060403,13482,13575,13415,13557,569972
20060331,13177,13415,13139,13415,1850227
20060330,13139,13206,13121,13139,1262529
20060329,13005,13154,12942,13087,481181
20060328,13050,13132,12998,13102,435192
20060327,12938,13121,12938,13068,395534
20060324,12837,12975,12770,12975,644596
20060323,12886,13005,12781,12837,692417
20060322,12942,13050,12833,12833,772685
20060321,13206,13259,13091,13091,472494
20060320,13311,13311,13162,13218,419253
20060317,13068,13206,12957,13173,440614
20060316,13147,13259,13094,13094,432809
20060315,13083,13191,13083,13109,574695
20060314,13124,13139,12938,13020,762662
20060313,13050,13143,13012,13117,778875
20060310,12949,13057,12897,12934,511991
20060309,12916,12998,12878,12964,534492
20060308,12878,13012,12751,12901,561686
20060307,13124,13154,12930,12945,688929
20060306,13087,13229,13027,13229,1027968
20060303,13423,13449,13046,13046,1859366
20060302,13523,13557,13456,13460,469789
20060228,13575,13579,13445,13512,683527
20060227,13445,13549,13411,13549,513021
20060224,13423,13479,13341,13438,451743
20060223,13270,13419,13210,13419,1109236
20060222,13158,13329,13027,13177,1061907
20060221,13348,13348,13191,13236,633228
20060220,13273,13352,13087,13273,416981
20060217,13035,13147,12960,13147,822493
20060216,12848,13005,12811,12964,1150805
20060215,13162,13173,12792,12819,1396634
20060214,12766,13083,12766,13050,521375
20060213,13169,13214,12848,12901,655699
20060210,13080,13154,12930,13139,598034
20060209,12960,13098,12938,12998,821947
20060208,13061,13236,12841,12841,722783
20060207,13199,13232,13098,13102,609049
20060206,13087,13180,12878,13173,993865
20060203,13479,13568,13128,13128,769315
20060202,13602,13676,13389,13568,3050461
20060201,13728,13732,13490,13553,686071
20060131,13680,13781,13639,13743,3377939
20060127,13400,13669,13348,13669,1768341
20060126,13255,13296,13106,13270,641871
20060125,13162,13296,13125,13236,846330
20060124,12883,13087,12842,13069,652910
20060123,12641,12998,12641,12827,628954
20060120,13322,13400,12987,12998,689005
20060119,13273,13340,13191,13281,614962
20060118,13556,13571,12492,13214,1017165
20060117,13805,13905,13630,13630,727220
20060116,13831,13838,13727,13809,437429
20060113,13537,13757,13519,13757,617244
20060112,13671,13731,13608,13630,664229
20060111,13560,13600,13485,13552,469619
20060110,13719,13771,13541,13560,2046232
20060109,13794,13801,13671,13682,433347
20060106,13571,13716,13571,13708,443948
20060105,13753,13753,13474,13563,403369
20060104,13708,13708,13608,13619,444966
20060103,13519,13560,13411,13534,4557684
20060102,13608,13608,13415,13526,2906460
20051229,13385,13511,13374,13459,2349618
20051228,13310,13351,13229,13340,865338
20051227,13236,13310,13206,13273,815943
20051226,13046,13229,13046,13214,606182
20051223,13039,13054,12976,13046,270948
20051222,13017,13117,12887,12987,598072
20051221,12812,13020,12812,12998,765231
20051220,12753,12861,12753,12816,372848
20051219,12634,12812,12634,12782,443829
20051216,12693,12790,12597,12641,2133229
20051215,12745,12820,12678,12801,454118
20051214,12801,13125,12675,12723,2034036
20051213,12775,12782,12730,12779,388927
20051212,12637,12794,12630,12745,751575
20051209,12600,12708,12563,12597,807168
20051208,12600,12678,12504,12623,8062457
20051207,12545,12652,12507,12623,4133253
20051206,12478,12585,12411,12522,3101655
20051205,12455,12492,12388,12492,1233147
20051202,12492,12515,12407,12411,878435
20051201,12321,12388,12277,12374,2180087
20051130,12154,12351,12139,12344,1712325
20051129,12162,12299,12076,12128,2333529
20051128,12281,12325,12195,12277,1293128
20051125,12292,12333,12232,12277,593049
20051124,12347,12359,12225,12292,1116911
20051123,11883,12344,11883,12344,1444080
20051122,12069,12091,11808,11831,2406400
20051121,12195,12210,12046,12084,579691
20051118,12247,12255,12080,12165,836099
20051117,12084,12165,12050,12124,647522
20051116,11942,12117,11901,12113,908761
20051115,12031,12043,11838,11976,1070389
20051114,12039,12080,12002,12017,688268
20051111,11916,12039,11916,12024,3747349
20051110,11741,11838,11701,11838,1253967
20051109,11708,11842,11667,11734,1305987
20051108,11656,11723,11600,11723,663170
20051107,11723,11734,11507,11637,914008
20051104,11712,11756,11652,11682,751403
20051103,11660,11675,11596,11645,911805
20051102,11347,11563,11347,11563,895001
20051101,11068,11362,11068,11340,980488
20051031,10964,11046,10890,11028,1205461
20051028,11005,11009,10853,10857,1792114
20051027,11176,11306,11113,11117,1088183
20051026,11258,11288,11154,11213,936208
20051025,11392,11481,11232,11239,1129123
20051024,11306,11377,11217,11277,811959
20051021,10968,11284,10938,11284,1042045
20051020,11139,11165,11028,11076,1977903
20051019,11206,11210,10935,10998,1663720
20051018,11161,11321,11161,11310,1088080
20051017,11288,11377,11124,11139,730315
20051014,11373,11433,11147,11258,1955075
20051013,11514,11514,11265,11336,3267790
20051012,11830,11867,11544,11566,705741
20051011,11667,11841,11592,11841,937934
20051010,11429,11678,11429,11678,788245
20051007,11369,11563,11332,11384,782230
20051006,11518,11592,11381,11395,1138771
20051005,11834,11878,11641,11700,671028
20051004,11726,11901,11674,11897,1060997
20050930,11789,11808,11637,11656,1543506
20050929,11763,11778,11667,11748,850879
20050928,11570,11763,11570,11756,642223
20050927,11630,11630,11496,11574,732580
20050926,11295,11570,11251,11570,829899
20050923,11499,11499,11247,11247,592908
20050922,11455,11496,11414,11496,561291
20050921,11414,11511,11414,11477,752480
20050920,11388,11473,11321,11459,1197264
20050916,11236,11321,11202,11280,738570
20050915,11221,11336,11143,11236,961129
20050914,11035,11269,11035,11269,669717
20050913,11147,11184,11028,11117,470036
20050912,11143,11221,11072,11083,670603
20050909,10972,11050,10924,11050,515585
20050908,11005,11020,10849,10942,485022
20050907,10842,10909,10820,10909,696552
20050906,10675,10853,10675,10734,946751
20050905,10738,10738,10630,10645,349443
20050902,10567,10686,10567,10671,707029
20050901,10441,10571,10441,10552,915706
20050831,10225,10366,10210,10366,851601
20050830,10232,10281,10102,10262,861622
20050829,10225,10247,10121,10151,1282635
20050826,10459,10541,10366,10366,902418
20050825,10329,10530,10270,10437,823507
20050824,10663,10663,10377,10392,1312817
20050823,10701,10723,10589,10671,739436
20050822,10370,10719,10370,10663,852728
20050819,10403,10433,10296,10370,550183
20050818,10678,10678,10426,10437,1194793
20050817,10589,10663,10545,10656,1044158
20050816,10797,10886,10663,10678,569479
20050812,10760,10816,10716,10816,426254
20050811,10604,10753,10574,10753,474398
20050810,10552,10649,10537,10574,423203
20050809,10374,10515,10359,10504,348237
20050808,10333,10418,10333,10403,457957
20050805,10589,10589,10374,10392,362413
20050804,10682,10716,10578,10615,338921
20050803,10656,10760,10656,10675,835761
20050802,10608,10641,10604,10641,247056
20050801,10597,10637,10574,10623,471064
20050729,10571,10611,10522,10597,987755
20050728,10467,10533,10459,10533,707730
20050727,10403,10474,10344,10415,661643
20050726,10366,10433,10359,10396,312292
20050725,10281,10396,10262,10381,323284
20050722,10151,10314,10151,10258,325271
20050721,10374,10389,10225,10288,378853
20050720,10255,10403,10232,10292,687008
20050719,10125,10270,10125,10255,833510
20050718,10173,10218,10114,10125,299495
20050715,10195,10195,10128,10136,731235
20050714,10032,10195,10032,10158,503524
20050713,9935,10032,9935,10002,290198
20050712,9980,9987,9794,9935,769011
20050711,9787,9980,9787,9928,1784234
20050708,9757,9794,9720,9720,264057
20050707,9660,9801,9645,9764,731190
20050706,9735,9742,9660,9675,464029
20050705,9720,9749,9675,9683,562681
20050704,9705,9742,9683,9697,398797
20050701,9586,9690,9541,9690,1730009
20050630,9527,9631,9527,9616,722700
20050629,9512,9608,9497,9527,1352076
20050628,9408,9482,9408,9460,1050820
20050627,9512,9512,9393,9437,932152
20050624,9638,9645,9512,9571,690414
20050623,9601,9683,9586,9683,1785774
20050622,9482,9616,9452,9608,931861
20050621,9489,9564,9460,9489,1715416
20050620,9623,9623,9489,9519,1511032
20050617,9631,9638,9541,9593,535114
20050616,9601,9631,9571,9593,390637
20050615,9415,9601,9415,9593,857847
20050614,9489,9527,9423,9437,1018119
20050613,9512,9564,9482,9489,874693
20050610,9437,9564,9408,9489,941714
20050609,9296,9400,9281,9400,426879
20050608,9274,9348,9266,9348,413037
20050607,9311,9333,9259,9266,1024592
20050603,9326,9341,9289,9341,225174
20050602,9363,9385,9296,9296,431408
20050601,9289,9318,9259,9304,379260
20050531,9259,9356,9207,9356,530100
20050530,9214,9266,9207,9259,553738
20050527,9118,9237,9110,9207,725135
20050526,9014,9051,9014,9044,534331
20050525,9162,9185,9021,9021,1093928
20050524,9155,9185,9110,9148,960537
20050523,9148,9162,9088,9133,326418
20050520,9185,9185,9118,9140,336476
20050519,9029,9155,8999,9148,538825
20050518,8917,8984,8887,8917,576132
20050517,8962,8999,8835,8873,651425
20050516,8835,8947,8835,8865,506450
20050513,8769,8843,8694,8806,658926
20050512,8843,8865,8806,8806,295532
20050511,8917,8917,8783,8821,608715
20050510,8947,8992,8939,8977,818545
20050509,9014,9014,8821,8910,818000
20050506,8932,9014,8917,8984,589224
20050504,8739,8917,8739,8902,980589
20050503,8783,8843,8702,8754,321553
20050502,8761,8798,8731,8791,513695
20050429,8620,8746,8620,8739,1055706
20050428,8895,8910,8739,8746,900517
20050427,8930,8930,8821,8843,778280
20050426,9047,9055,8974,8982,555335
20050425,8930,9047,8901,9018,661958
20050422,9069,9084,8974,8974,940473
20050421,8865,8989,8748,8960,1053313
20050420,8938,9077,8901,8938,1718214
20050419,8908,8930,8872,8879,1704644
20050418,8916,8952,8813,8857,865457
20050415,9208,9208,8982,9047,1653556
20050414,9398,9398,9201,9230,814141
20050413,9420,9457,9413,9442,499331
20050412,9413,9435,9391,9427,216378
20050411,9508,9508,9413,9427,1339695
20050408,9537,9566,9500,9515,463357
20050407,9508,9537,9464,9500,564394
20050406,9413,9515,9347,9500,882853
20050404,9398,9420,9362,9405,510628
20050401,9252,9413,9252,9398,500858
20050331,9303,9310,9245,9288,462440
20050330,9179,9223,9113,9201,1633919
20050329,9413,9413,9193,9201,788407
20050328,9318,9427,9318,9398,537084
20050325,9237,9310,9208,9303,778588
20050324,9325,9354,9179,9208,816821
20050323,9391,9413,9267,9310,1096579
20050322,9369,9478,9318,9442,1234418
20050321,9383,9457,9296,9369,760956
20050318,9369,9464,9369,9383,328571
20050317,9354,9435,9288,9391,595011
20050316,9420,9537,9369,9464,603129
20050315,9712,9734,9427,9427,1505415
20050314,9647,9720,9632,9676,1285636
20050311,9581,9720,9537,9683,750821
20050310,9595,9610,9500,9566,748872
20050309,9508,9595,9442,9595,750826
20050308,9581,9603,9500,9522,664287
20050307,9668,9727,9500,9573,1318106
20050304,9632,9647,9595,9625,543644
20050303,9573,9661,9544,9610,628927
20050302,9639,9639,9537,9581,956464
20050228,9559,9625,9515,9603,834339
20050225,9464,9552,9449,9508,1040946
20050224,9230,9435,9230,9435,1085943
20050223,9208,9288,9208,9245,590189
20050222,9405,9420,9296,9296,810103
20050221,9464,9478,9383,9420,706104
20050218,9281,9405,9245,9405,632297
20050217,9296,9310,9259,9281,438376
20050216,9259,9354,9230,9288,643281
20050215,9230,9252,9186,9245,609001
20050214,9135,9259,9106,9223,903406
20050211,9033,9069,8974,9055,602314
20050207,9077,9113,9025,9077,476423
20050204,8887,8989,8879,8952,515438
20050203,8872,8930,8872,8901,640602
20050202,8894,8916,8850,8857,395487
20050201,8960,8960,8879,8887,548762
20050131,8865,8974,8865,8967,700976
20050128,8887,8901,8828,8850,671542
20050127,8952,8952,8865,8901,495021
20050126,8821,8938,8813,8916,880385
20050125,8835,8835,8777,8792,718604
20050124,8843,8923,8799,8850,888058
20050121,8770,8843,8733,8843,724104
20050120,8784,8799,8740,8784,868897
20050119,8843,8894,8784,8806,1278760
20050118,8857,8887,8828,8835,667798
20050117,8806,8879,8770,8857,974343
20050114,8441,8718,8433,8704,1314148
20050113,8492,8521,8426,8492,665463
20050112,8514,8521,8433,8463,577348
20050111,8390,8507,8353,8507,623940
20050110,8390,8412,8331,8390,579338
20050107,8448,8448,8331,8360,1029763
20050106,8499,8528,8426,8441,898399
20050105,8477,8521,8404,8521,1227443
20050104,8507,8587,8507,8521,672181
20050103,8587,8616,8507,8565,1286706
20041230,8404,8587,8404,8587,2228362
20041229,8222,8412,8222,8412,1675349
20041228,8156,8229,8112,8214,877366
20041227,8207,8243,8156,8192,907147
20041224,8170,8207,8134,8207,1307575
20041223,8265,8302,8141,8170,822328
20041222,8280,8309,8214,8229,821520
20041221,8229,8273,8163,8236,871050
20041220,8156,8214,8134,8214,3032174
20041217,8229,8236,8134,8185,2751853
20041216,8119,8236,8119,8178,2753478
20041215,7966,8126,7966,8112,971118
20041214,7944,7995,7871,7951,3679811
20041213,7893,7936,7849,7907,1137716
20041210,8083,8112,7878,7900,1608812
20041209,8156,8185,8031,8083,782716
20041208,8068,8156,8053,8156,1128986
20041207,8170,8200,8090,8097,770465
20041206,8309,8309,8163,8185,977344
20041203,8382,8412,8265,8324,734524
20041202,8368,8404,8287,8317,910445
20041201,8295,8295,8192,8236,880665
20041130,8134,8295,8061,8295,1232978
20041129,8083,8163,8053,8112,592403
20041126,8222,8324,8053,8061,1208459
20041125,8236,8280,8185,8192,722820
20041124,8061,8229,8046,8207,1346790
20041123,8068,8119,8002,8097,817679
20041122,8097,8097,7958,8002,1154405
20041119,8295,8346,8134,8156,1055307
20041118,8368,8375,8273,8295,552503
20041117,8273,8397,8273,8353,792644
20041116,8360,8368,8243,8243,684568
20041115,8331,8412,8258,8324,1052366
20041112,8236,8324,8222,8265,1116743
20041111,8053,8170,8046,8112,860099
20041110,7958,8097,7958,8090,1261155
20041109,7944,8017,7915,7951,589312
20041108,8222,8222,7966,7966,775272
20041105,8097,8170,8097,8134,840846
20041104,8097,8105,8039,8039,597525
20041103,8039,8141,7988,8112,935323
20041102,7885,8017,7885,8002,825192
20041101,7856,7929,7820,7871,904584
20041029,7768,7944,7717,7944,695055
20041028,7703,7834,7703,7834,809350
20041027,7659,7703,7535,7564,844858
20041026,7549,7659,7549,7578,546558
20041025,7659,7659,7498,7549,1314750
20041022,7703,7790,7703,7732,612998
20041021,7761,7812,7593,7659,1161311
20041020,7987,8009,7746,7746,876550
20041019,8002,8090,7973,8009,684335
